TreeID,qSpecies,qAddress,qSiteInfo,DBH,PlotSize,Latitude,Longitude
28359,Metrosideros excelsa :: New Zealand Xmas Tree,5976 Mission St,Sidewalk: Curb side : Cutout,18,3X3,37.7082721,-122.4546396
15974,Tristaniopsis laurina :: Swamp Myrtle,5933 Mission St,Sidewalk: Curb side : Cutout,3,3X3,37.7084255,-122.4535174
106057,Pinus radiata :: Monterey Pine,140X CANYON DR,Median : Yard,18,,37.70842942,-122.4323581
87695,Magnolia grandiflora :: Southern Magnolia,2630 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,,37.70853068,-122.4054527
177641,Metrosideros excelsa :: New Zealand Xmas Tree,5900 Mission St,Sidewalk: Curb side : Cutout,0,Width 4ft,37.7086587,-122.4533697
106061,Pinus radiata :: Monterey Pine,12X Canyon Dr,Median : Yard,40,,37.70885092,-122.4304884
29249,Magnolia grandiflora :: Southern Magnolia,2600 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.70887644,-122.405248
15962,Eriobotrya deflexa 'Coppertone' :: Coppertone Loquat,5889 Mission St,Sidewalk: Curb side : Cutout,3,3X3,37.70895639,-122.451975
25775,Arbutus 'Marina' :: Hybrid Strawberry Tree,1965 Geneva Ave,Sidewalk: Curb side : Cutout,16,2X3,37.70895961,-122.4219256
15961,Olea europaea :: Olive Tree,5873 Mission St,Sidewalk: Curb side : Cutout,3,3X3,37.70899941,-122.4518477
15960,Metrosideros excelsa :: New Zealand Xmas Tree,5870 Mission St,Sidewalk: Curb side : Cutout,12,4X4,37.70905403,-122.4522232
15957,Metrosideros excelsa :: New Zealand Xmas Tree,5858 Mission St,Sidewalk: Curb side : Cutout,12,4X4,37.70907525,-122.4521552
15956,Metrosideros excelsa :: New Zealand Xmas Tree,5853 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.709076,-122.4516156
24263,Prunus laurocerasus :: English laurel,300X Winding Way,Median : Cutout,30,8,37.70922959,-122.4363132
15950,Tristaniopsis laurina :: Swamp Myrtle,5823 MISSION ST,Sidewalk: Curb side : Cutout,3,3X3,37.70934266,-122.4509113
15948,Metrosideros excelsa :: New Zealand Xmas Tree,5813 Mission St,Sidewalk: Curb side : Cutout,12,4X4,37.70934879,-122.4507974
117179,Sequoia sempervirens :: Coast Redwood,350x Winding Way,Median : Cutout,30,3x3,37.70941815,-122.437727
24287,Private shrub :: Private Shrub,340 Winding Way,Sidewalk: Curb side : Cutout,3,3X10,37.7094276,-122.4373385
1873,Lophostemon confertus :: Brisbane Box,2566 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.7095769,-122.4049799
15928,Metrosideros excelsa :: New Zealand Xmas Tree,5750 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.70971035,-122.4503006
24290,Phoenix canariensis :: Canary Island Date Palm,386 Winding Way,Sidewalk: Curb side : Cutout,12,3X17,37.70972807,-122.4384421
15929,Olea europaea :: Olive Tree,5763 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.7098119,-122.4494376
15925,Tristaniopsis laurina :: Swamp Myrtle,5732 Mission St,Sidewalk: Curb side : Cutout,3,3x3,37.70982403,-122.449948
4377,Juglans hindsii :: Walnut: Black (n.calif),4057X Alemany Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.70982979,-122.4703767
26173,Arbutus 'Marina' :: Hybrid Strawberry Tree,1815 Geneva Ave,Sidewalk: Curb side : Cutout,16,2X3,37.70988186,-122.4241206
1857,Washingtonia robusta :: Mexican Fan Palm,2500 Bay Shore Blvd,Median : Cutout,12,6,37.70990048,-122.404602
1324,Fraxinus uhdei :: Shamel Ash: Evergreen Ash,4051X Alemany Blvd,Sidewalk: Curb side : Cutout,50,3x3,37.70993099,-122.4702526
1313,Ulmus americana :: American Elm,4055 Alemany Blvd,Sidewalk: Curb side : Cutout,22,4X6,37.70994561,-122.4702321
15919,Tristaniopsis laurina :: Swamp Myrtle,5700 Mission St,Sidewalk: Curb side : Cutout,3,3x3,37.71000137,-122.4493661
98853,Lophostemon confertus :: Brisbane Box,4043X Alemany Blvd,Median : Cutout,,,37.71002968,-122.4700091
19105,Ulmus pumila :: Siberian Elm,3155X Alemany Blvd,Sidewalk: Curb side : Cutout,32,3x3,37.71003226,-122.4570199
121420,Leptospermum laevigatum :: Australian Tea Tree,1155x Prague St,Median : Cutout,,3x3,37.71005441,-122.439084
1211,Pittosporum crassifolium :: Karo Tree,3151 Alemany Blvd,Sidewalk: Curb side : Cutout,21,3x3,37.71008508,-122.456206
1209,Ulmus americana :: American Elm,3147 Alemany Blvd,Sidewalk: Curb side : Cutout,23,3x3,37.71010403,-122.4560268
1207,Ulmus americana :: American Elm,3141 Alemany Blvd,Sidewalk: Curb side : Cutout,15,3x3,37.71017082,-122.4556646
1315,Lophostemon confertus :: Brisbane Box,4050X Alemany Blvd,Sidewalk: Curb side : Cutout,6,TR,37.71025532,-122.4703453
1305,Lophostemon confertus :: Brisbane Box,4001 Alemany Blvd,Sidewalk: Curb side : Cutout,12,3X6,37.71025758,-122.4697288
15910,Tristaniopsis laurina :: Swamp Myrtle,5694X Mission St,Sidewalk: Curb side : Cutout,6,3x3,37.71029633,-122.4487086
1199,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',3099X Alemany Blvd,Sidewalk: Curb side : Cutout,6,3x3,37.7104093,-122.4548578
108685,Eucalyptus Spp :: Eucalyptus,301X CHESTER AVE,Sidewalk: Property side : Cutout,18,,37.71042984,-122.4704206
1854,Eucalyptus Spp :: Eucalyptus,2500 Bay Shore Blvd,Median : Cutout,12,6,37.7104553,-122.4043188
1293,Eucalyptus sideroxylon :: Red Ironbark,4000X Alemany Blvd,Median : Cutout,50,10,37.71048402,-122.4695857
15901,Olea europaea :: Olive Tree,5600 Mission St,Median : Cutout,6,20,37.7104962,-122.4478907
251655,Shrub :: Shrub,300x Chester Ave,Sidewalk: Property side : Yard,,3x3,37.71055721,-122.4705242
94594,Tristaniopsis laurina :: Swamp Myrtle,2446 Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3x3,37.7106913,-122.4042318
94593,Tristaniopsis laurina :: Swamp Myrtle,2442 Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3x3,37.71073641,-122.404204
1192,Ulmus americana :: American Elm,3047 Alemany Blvd,Sidewalk: Curb side : Cutout,20,1X2,37.71074118,-122.4537536
15894,Tristaniopsis laurina :: Swamp Myrtle,5635 Mission St,Sidewalk: Curb side : Cutout,4,3x3,37.71079484,-122.4473897
1847,Magnolia grandiflora :: Southern Magnolia,2401 Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3X3,37.71085052,-122.4037016
1196,Corymbia ficifolia :: Red Flowering Gum,3080 Alemany Blvd,Sidewalk: Curb side : Cutout,28,3X3,37.71086402,-122.4541185
105996,Lophostemon confertus :: Brisbane Box,3990A ALEMANY BLVD,Sidewalk: Curb side : Cutout,3,3x3,37.71087631,-122.4690358
94592,Lophostemon confertus :: Brisbane Box,2428 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.71090692,-122.4040733
181256,Washingtonia robusta :: Mexican Fan Palm,2400x Bay Shore Blvd,Median : Cutout,15,Width 6ft,37.71102687,-122.4037779
15888,Shrub :: Shrub,5625 Mission St,Sidewalk: Curb side : Cutout,3,3X3,37.71104857,-122.446781
1187,Tristaniopsis laurina :: Swamp Myrtle,3022 Alemany Blvd,Sidewalk: Curb side : Cutout,20,3X3,37.71106309,-122.4536965
1213,Leptospermum laevigatum :: Australian Tea Tree,3411 Alemany Blvd,Sidewalk: Curb side : Cutout,25,3X3,37.71108745,-122.4629104
1844,Lophostemon confertus :: Brisbane Box,2400 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.71110164,-122.4039259
1288,Brugmansia spp :: Angel trumpet,3958 Alemany Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.71113398,-122.4682838
1181,Ulmus pumila :: Siberian Elm,3003 Alemany Blvd,Sidewalk: Curb side : Cutout,45,3x3,37.71114212,-122.4530916
25779,Arbutus 'Marina' :: Hybrid Strawberry Tree,1711 Geneva Ave,Sidewalk: Curb side : Cutout,18,2X3,37.7111607,-122.426399
25778,Arbutus 'Marina' :: Hybrid Strawberry Tree,1707 Geneva Ave,Sidewalk: Curb side : Cutout,18,2X3,37.71118613,-122.4264865
1214,Acer buergeranum :: Trident Maple,3435 Alemany Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.71119014,-122.4632308
1183,Metrosideros excelsa :: New Zealand Xmas Tree,3008 Alemany Blvd,Sidewalk: Curb side : Cutout,25,3X3,37.71120721,-122.4534108
1180,Metrosideros excelsa :: New Zealand Xmas Tree,3000 Alemany Blvd,Sidewalk: Curb side : Cutout,25,3X3,37.71123416,-122.4533492
122854,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',3000X Alemany Blvd,Median : Cutout,3,3x3,37.71125721,-122.4534027
25338,Lagunaria patersonii :: Primrose Tree,297x Sagamore St,Sidewalk: Curb side : Cutout,3,3X3,37.71125745,-122.4619435
19096,Ulmus americana :: American Elm,265 Sagamore St,Sidewalk: Curb side : Cutout,15,3X3,37.71125745,-122.4612677
19098,Ulmus americana :: American Elm,277 Sagamore St,Sidewalk: Curb side : Cutout,12,3X3,37.71126011,-122.4615165
19100,Ulmus pumila :: Siberian Elm,281 Sagamore St,Sidewalk: Curb side : Cutout,20,3x3,37.71126188,-122.4616163
19093,Ulmus pumila :: Siberian Elm,257 Sagamore St,Sidewalk: Curb side : Cutout,30,3X3,37.71126365,-122.461085
19089,Ulmus americana :: American Elm,245 Sagamore St,Sidewalk: Curb side : Cutout,20,3X3,37.71126454,-122.4607331
19085,Ulmus pumila :: Siberian Elm,231 Sagamore St,Sidewalk: Curb side : Cutout,25,3X3,37.71126631,-122.4602691
19082,Ulmus pumila :: Siberian Elm,227 Sagamore St,Sidewalk: Curb side : Cutout,25,3X3,37.71126897,-122.4601682
12499,Pinus Spp :: Pine Spp,1200X Lake Merced Blvd,Median : Cutout,18,8,37.71126941,-122.4852474
15884,Tristaniopsis laurina :: Swamp Myrtle,5601 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.71127006,-122.4464968
12919,Metrosideros excelsa :: New Zealand Xmas Tree,2981X Alemany Blvd,Sidewalk: Curb side : Cutout,20,5x9,37.71127128,-122.4528079
19073,Ginkgo biloba :: Maidenhair Tree,207 Sagamore St,Sidewalk: Curb side : Cutout,3,3X3,37.71127518,-122.4593904
19071,Ulmus pumila :: Siberian Elm,203 Sagamore St,Sidewalk: Curb side : Cutout,20,3X3,37.71127784,-122.4592155
25763,Lagunaria patersonii :: Primrose Tree,1682 Geneva Ave,Sidewalk: Curb side : Cutout,3,2X3,37.71128103,-122.4273429
19067,Platanus x hispanica :: Sycamore: London Plane,181 Sagamore St,Sidewalk: Curb side : Cutout,3,3X6,37.7112824,-122.4584667
19063,Ulmus pumila :: Siberian Elm,175 Sagamore St,Sidewalk: Curb side : Cutout,35,3X3,37.71128333,-122.4582274
19056,Platanus x hispanica :: Sycamore: London Plane,155 Sagamore St,Sidewalk: Curb side : Cutout,35,3X3,37.71128427,-122.457719
19053,Ulmus pumila :: Siberian Elm,141 Sagamore St,Sidewalk: Curb side : Cutout,25,3X3,37.71128615,-122.4573671
19054,Ulmus americana :: American Elm,147 Sagamore St,Sidewalk: Curb side : Cutout,20,3X3,37.71128802,-122.4574832
19046,Celtis sinensis :: Chinese Hackberry,115 Sagamore St,Sidewalk: Curb side : Cutout,15,3X3,37.71129646,-122.4566621
19092,Ulmus americana :: American Elm,253 Sagamore St,Sidewalk: Curb side : Cutout,25,3X3,37.71131064,-122.4606862
19086,Ulmus pumila :: Siberian Elm,235 Sagamore St,Sidewalk: Curb side : Cutout,25,3X3,37.71131326,-122.4601372
19065,Ulmus pumila :: Siberian Elm,179 Sagamore St,Sidewalk: Curb side : Cutout,40,3X3,37.71132324,-122.4583466
19048,Ulmus americana :: American Elm,129 Sagamore St,Sidewalk: Curb side : Cutout,20,3X3,37.71133314,-122.4569238
19045,Ulmus pumila :: Siberian Elm,111 Sagamore St,Sidewalk: Curb side : Cutout,35,3X3,37.7113367,-122.4564104
1285,Metrosideros excelsa :: New Zealand Xmas Tree,3904 Alemany Blvd,Sidewalk: Curb side : Cutout,22,9x5,37.71142315,-122.467547
12914,Metrosideros excelsa :: New Zealand Xmas Tree,2961X Alemany Blvd,Sidewalk: Curb side : Cutout,10,3x3,37.71144214,-122.4525558
19090,Ulmus pumila :: Siberian Elm,260 Sagamore St,Sidewalk: Curb side : Cutout,25,3X4,37.71144738,-122.4608079
19058,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,158 Sagamore St,Sidewalk: Curb side : Cutout,3,3X3,37.71146451,-122.457779
25780,Arbutus 'Marina' :: Hybrid Strawberry Tree,1679 Geneva Ave,Sidewalk: Curb side : Cutout,16,2X3,37.71146849,-122.4271872
19099,Ginkgo biloba :: Maidenhair Tree,280 Sagamore St,Sidewalk: Curb side : Cutout,6,3X4,37.71147738,-122.4618343
19101,Ginkgo biloba :: Maidenhair Tree,286 Sagamore St,Sidewalk: Curb side : Cutout,3,3X3,37.71147738,-122.4621069
1262,Leptospermum laevigatum :: Australian Tea Tree,3900 Alemany Blvd,Sidewalk: Curb side : Cutout,30,3X5,37.71147887,-122.4673985
1260,Ulmus pumila :: Siberian Elm,3827 Alemany Blvd,Sidewalk: Curb side : Cutout,24,3X3,37.71147893,-122.4666967
29924,Ginkgo biloba :: Maidenhair Tree,288X Sagamore St,Sidewalk: Curb side : Cutout,3,3x3,37.71147925,-122.4622218
19097,Ulmus pumila :: Siberian Elm,276 Sagamore St,Sidewalk: Curb side : Cutout,25,2X2,37.71148113,-122.4617158
19080,Platanus x hispanica :: Sycamore: London Plane,222 Sagamore St,Sidewalk: Curb side : Cutout,15,3x3,37.71149331,-122.4598341
19077,Platanus x hispanica :: Sycamore: London Plane,214 Sagamore St,Sidewalk: Curb side : Cutout,45,3X3,37.71149519,-122.4594941
19076,Ulmus americana :: American Elm,212 Sagamore St,Sidewalk: Curb side : Cutout,25,3x3,37.71149519,-122.4594076
19069,Ulmus pumila :: Siberian Elm,200 Sagamore St,Sidewalk: Curb side : Cutout,12,3X3,37.71149612,-122.4591338
19075,Platanus x hispanica :: Sycamore: London Plane,210 Sagamore St,Sidewalk: Curb side : Cutout,12,3x3,37.71149612,-122.4596161
19072,Ulmus pumila :: Siberian Elm,204 Sagamore St,Sidewalk: Curb side : Cutout,40,3x3,37.71149706,-122.4592606
19062,Lagunaria patersonii :: Primrose Tree,174 Sagamore St,Sidewalk: Curb side : Cutout,3,3X3,37.71150175,-122.4583293
19061,Platanus x hispanica :: Sycamore: London Plane,170 Sagamore St,Sidewalk: Curb side : Cutout,30,3X3,37.71150175,-122.4582309
1259,Ulmus pumila :: Siberian Elm,3821 Alemany Blvd,Sidewalk: Curb side : Cutout,24,3X3,37.71150299,-122.4666095
19060,Platanus x hispanica :: Sycamore: London Plane,168 Sagamore St,Sidewalk: Curb side : Cutout,20,3X3,37.71150456,-122.4581338
1257,Ulmus pumila :: Siberian Elm,3801 Alemany Blvd,Sidewalk: Curb side : Cutout,18,1X3,37.71151702,-122.4663008
1258,Ulmus pumila :: Siberian Elm,3815 Alemany Blvd,Sidewalk: Curb side : Cutout,18,3X3,37.71153187,-122.466502
30097,Arbutus 'Marina' :: Hybrid Strawberry Tree,400X Brotherhood Way,Sidewalk: Curb side : Cutout,3,,37.71153939,-122.4630663
175044,Metrosideros excelsa :: New Zealand Xmas Tree,80x Junipero Serra Blvd,Sidewalk: Curb side : Cutout,19,Width 3ft,37.71158043,-122.4709734
1248,Ulmus pumila :: Siberian Elm,3731 Alemany Blvd,Sidewalk: Curb side : Cutout,25,3x3,37.71160743,-122.4660157
1250,Ulmus pumila :: Siberian Elm,3743 Alemany Blvd,Sidewalk: Curb side : Cutout,25,3X6,37.7116153,-122.4659869
1234,Metrosideros excelsa :: New Zealand Xmas Tree,3633 Alemany Blvd,Sidewalk: Curb side : Cutout,12,3X3,37.71162332,-122.4649688
1235,Metrosideros excelsa :: New Zealand Xmas Tree,3645 Alemany Blvd,Sidewalk: Curb side : Cutout,30,3X3,37.71163776,-122.4650865
95020,Prunus serrulata :: Ornamental Cherry,57 Leland Ave,Sidewalk: Curb side : Cutout,3,3x3,37.71164872,-122.4050631
12917,Leptospermum laevigatum :: Australian Tea Tree,2935X Alemany Blvd,Sidewalk: Curb side : Cutout,45,3x3,37.71167689,-122.4522335
1837,Lophostemon confertus :: Brisbane Box,2201X Bay Shore Blvd,Sidewalk: Curb side : Cutout,12,3X3,37.71168449,-122.4030573
94987,Prunus serrulata :: Ornamental Cherry,36 Leland Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7116924,-122.4043855
30067,Cupressocyparis leylandii :: Leyland Cypress,410X Brotherhood Way,Median : Cutout,25,M,37.71172889,-122.4634421
1220,Lophostemon confertus :: Brisbane Box,3602X Alemany Blvd,Sidewalk: Curb side : Cutout,20,,37.71174997,-122.4642935
94992,Prunus serrulata :: Ornamental Cherry,66 Leland Ave,Sidewalk: Curb side : Cutout,3,3x3,37.71177038,-122.4050338
1251,Acer buergeranum :: Trident Maple,3802X Alemany Blvd,Sidewalk: Curb side : Cutout,3,3X5,37.71181021,-122.4662563
87436,Acer rubrum :: Red Maple,3726X Alemany Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.71186115,-122.4655417
122863,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2900X Alemany Blvd,Median : Cutout,1,3x3,37.71190157,-122.4528111
29696,Lophostemon confertus :: Brisbane Box,1430 Sunnydale Ave,Sidewalk: Curb side : Cutout,3,3X3,37.71192982,-122.4155721
117546,Eucalyptus Spp :: Eucalyptus,24X KEMPTON AVE,Side Yard : Yard,,30x30,37.71193633,-122.4685449
1166,Ulmus parvifolia :: Chinese Elm,2900 Alemany Blvd,Sidewalk: Curb side : Cutout,25,3X3,37.71205013,-122.4521618
26790,Prunus serrulata :: Ornamental Cherry,106 Leland Ave,Sidewalk: Curb side : Cutout,3,3X3,37.71205475,-122.4057668
94589,Lophostemon confertus :: Brisbane Box,2260 Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3x3,37.71207081,-122.4031986
1840,Washingtonia robusta :: Mexican Fan Palm,2200 Bay Shore Blvd,Median : Cutout,12,6,37.71212138,-122.4027424
121151,Pinus radiata :: Monterey Pine,1X Payson St,Side Yard : Yard,25,3x3,37.71213704,-122.4693559
15880,Tristaniopsis laurina :: Swamp Myrtle,5550 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.71214974,-122.4453926
25761,Arbutus 'Marina' :: Hybrid Strawberry Tree,1598 Geneva Ave,Sidewalk: Curb side : Cutout,7,6x3,37.71215936,-122.4297947
15878,Tristaniopsis laurina :: Swamp Myrtle,5519 Mission St,Sidewalk: Curb side : Cutout,3,3x3,37.71220756,-122.4450533
94998,Tristaniopsis laurina :: Swamp Myrtle,144 Leland Ave,Sidewalk: Curb side : Cutout,3,3x3,37.71227508,-122.4063379
26795,Prunus serrulata :: Ornamental Cherry,159 Leland Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7123203,-122.4067929
30133,Arbutus 'Marina' :: Hybrid Strawberry Tree,499X Brotherhood Way,Sidewalk: Curb side : Cutout,3,,37.71233101,-122.4670069
6858,Lophostemon confertus :: Brisbane Box,2865X Alemany Blvd,Sidewalk: Curb side : Cutout,15,3X3,37.7123737,-122.4513401
87633,Lophostemon confertus :: Brisbane Box,2189 Bay Shore Blvd,Sidewalk: Curb side : Cutout,5,,37.71238239,-122.4012774
1836,Magnolia grandiflora :: Southern Magnolia,2190X Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3X3,37.71239816,-122.4022533
15877,Shrub :: Shrub,5508 Mission St,Sidewalk: Curb side : Cutout,3,3X3,37.71245205,-122.4451346
30055,Pinus radiata :: Monterey Pine,510X Brotherhood Way,Median : Cutout,6,M,37.71247053,-122.4674296
95003,Prunus serrulata :: Ornamental Cherry,176 Leland Ave,Sidewalk: Curb side : Cutout,3,3x3,37.7124943,-122.40688
1829,Ulmus americana :: American Elm,2155 Bay Shore Blvd,Sidewalk: Curb side : Cutout,18,3x3,37.71250849,-122.4010309
1833,Platanus x hispanica :: Sycamore: London Plane,2174 Bay Shore Blvd,Sidewalk: Curb side : Cutout,18,3X3,37.71256564,-122.401617
1157,Metrosideros excelsa :: New Zealand Xmas Tree,2850 Alemany Blvd,Sidewalk: Curb side : Cutout,14,5.5x18,37.71258511,-122.4514855
98722,Pinus radiata :: Monterey Pine,701X Brotherhood Way,Sidewalk: Curb side : Yard,,,37.71273437,-122.4725813
15876,Tristaniopsis laurina :: Swamp Myrtle,5496 Mission St,Sidewalk: Curb side : Cutout,6,3X3,37.71279968,-122.4447015
1820,Washingtonia robusta :: Mexican Fan Palm,2100 Bay Shore Blvd,Median : Cutout,3,6,37.71282121,-122.4008922
1828,Magnolia grandiflora :: Southern Magnolia,2144 Bay Shore Blvd,Sidewalk: Curb side : Cutout,12,3X3,37.71290668,-122.4010441
178033,Olea europaea :: Olive Tree,1378x Geneva Ave,Median : Yard,6,,37.71292482,-122.4333084
1827,Magnolia grandiflora :: Southern Magnolia,2142 Bay Shore Blvd,Sidewalk: Curb side : Cutout,12,3X3,37.71296575,-122.4009849
87442,Tree(s) ::,2801X Alemany Blvd,Sidewalk: Curb side : Cutout,,3x3,37.71300054,-122.4505056
2267,Cupressus arizonica :: Arizona Cypress,750X Brotherhood Way,Median : Cutout,45,14M,37.71302908,-122.4727231
1826,Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,2138 Bay Shore Blvd,Sidewalk: Curb side : Cutout,12,3x3,37.7130455,-122.400907
122872,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2701X Alemany Blvd,Median : Cutout,1,3x3,37.71305472,-122.4505247
26073,Tristaniopsis laurina :: Swamp Myrtle,285 Broad St,Sidewalk: Curb side : Cutout,8,3x3,37.71307381,-122.4620561
26076,Tristaniopsis laurina :: Swamp Myrtle,269 Broad St,Sidewalk: Curb side : Cutout,12,3X3,37.71307489,-122.4615265
15874,Tristaniopsis laurina :: Swamp Myrtle,5463 Mission St,Sidewalk: Curb side : Cutout,6,3x3,37.71307555,-122.4441165
29949,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',239 Broad St,Sidewalk: Curb side : Cutout,3,3x3,37.71309201,-122.460422
29952,Tristaniopsis laurina :: Swamp Myrtle,139 Broad St,Sidewalk: Curb side : Cutout,2,3x3,37.71310396,-122.457529
26084,Tristaniopsis laurina :: Swamp Myrtle,145 Broad St,Sidewalk: Curb side : Cutout,11,3X3,37.71310562,-122.4576623
87649,Magnolia grandiflora :: Southern Magnolia,2132 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,,37.71312592,-122.4008204
26092,Metrosideros excelsa :: New Zealand Xmas Tree,35 Broad St,Sidewalk: Curb side : Cutout,15,3X3,37.71312782,-122.4546038
26093,Metrosideros excelsa :: New Zealand Xmas Tree,31 Broad St,Sidewalk: Curb side : Cutout,25,3X3,37.71313086,-122.4545126
26356,Tristaniopsis laurina :: Swamp Myrtle,2799 San Jose Ave,Sidewalk: Curb side : Cutout,3,3x3,37.71317821,-122.4533665
29943,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',242 Broad St,Sidewalk: Curb side : Cutout,3,3x3,37.71323398,-122.4605594
26064,Tristaniopsis laurina :: Swamp Myrtle,240 Broad St,Sidewalk: Curb side : Cutout,12,3X3,37.7132432,-122.4607018
26065,Tristaniopsis laurina :: Swamp Myrtle,252 Broad St,Sidewalk: Curb side : Cutout,3,3X3,37.71324684,-122.461007
29937,Tristaniopsis laurina :: Swamp Myrtle,144 Broad St,Sidewalk: Curb side : Cutout,3,3x3,37.71325523,-122.4573971
26045,Tristaniopsis laurina :: Swamp Myrtle,76 Broad St,Sidewalk: Curb side : Cutout,12,3X3,37.71327112,-122.4554274
25378,Arbutus 'Marina' :: Hybrid Strawberry Tree,1306 Geneva Ave,Sidewalk: Curb side : Cutout,25,3X3,37.71327293,-122.4343517
1823,Lophostemon confertus :: Brisbane Box,2111 Bay Shore Blvd,Sidewalk: Curb side : Cutout,10,,37.71327475,-122.4002156
1825,Magnolia grandiflora :: Southern Magnolia,2122 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.71328214,-122.4006666
26032,Tristaniopsis laurina :: Swamp Myrtle,32 Broad St,Sidewalk: Curb side : Cutout,8,3X3,37.71328433,-122.4539422
25377,Arbutus 'Marina' :: Hybrid Strawberry Tree,1300 Geneva Ave,Sidewalk: Curb side : Cutout,25,3X3,37.71331521,-122.4344372
25430,Ulmus americana :: American Elm,2118 Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3X3,37.71333652,-122.4006175
26071,Melaleuca quinquenervia :: Cajeput,247 Orizaba Ave,Sidewalk: Curb side : Cutout,3,3X3,37.71342972,-122.4626502
26355,Tristaniopsis laurina :: Swamp Myrtle,2760 San Jose Ave,Sidewalk: Curb side : Cutout,6,3x3,37.71347836,-122.4531558
25380,Arbutus 'Marina' :: Hybrid Strawberry Tree,1315 Geneva Ave,Sidewalk: Curb side : Cutout,12,3X3,37.71348612,-122.434159
2255,Cupressus macrocarpa :: Monterey Cypress,700X Brotherhood Way,Median : Cutout,17,,37.71348883,-122.4741669
26070,Tree(s) ::,251 Orizaba Ave,Sidewalk: Curb side : Cutout,3,3X3,37.71350187,-122.4626489
1824,Magnolia grandiflora :: Southern Magnolia,2108 Bay Shore Blvd,Sidewalk: Curb side : Cutout,36,3X3,37.7135126,-122.4004462
1819,Magnolia grandiflora :: Southern Magnolia,2108 Bay Shore Blvd,Sidewalk: Curb side : Cutout,12,3x3,37.71355566,-122.4004056
177792,Metrosideros excelsa :: New Zealand Xmas Tree,290x Rolph St,Median : Yard,4,Width 8ft,37.71356872,-122.4368102
116545,Lagunaria patersonii :: Primrose Tree,1041x Naples St,Median : Yard,2,3x3,37.71361367,-122.4365591
26354,Tristaniopsis laurina :: Swamp Myrtle,2720 San Jose Ave,Sidewalk: Curb side : Cutout,7,3x3,37.71366992,-122.4528022
1816,Eucalyptus nicholii :: Nichol's Willow-Leafed Peppermint,2100 Bay Shore Blvd,Median : Cutout,12,6,37.71367523,-122.4002876
1817,Lophostemon confertus :: Brisbane Box,2104 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,6x3,37.71367523,-122.4002876
187521,Washingtonia robusta :: Mexican Fan Palm,100x Mary Teresa St,Median : Yard,15,Width 9ft,37.71372476,-122.3983172
25429,Lophostemon confertus :: Brisbane Box,2096 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3X3,37.71373701,-122.4002267
1815,Lophostemon confertus :: Brisbane Box,2094 Bay Shore Blvd,Sidewalk: Curb side : Cutout,3,3x3,37.71376691,-122.4001972
1814,Ulmus americana :: American Elm,2090 Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3X3,37.71378622,-122.4001822
15863,Tristaniopsis laurina :: Swamp Myrtle,5388 Mission St,Sidewalk: Curb side : Cutout,3,3x3,37.71380826,-122.4436183
30038,Corymbia ficifolia :: Red Flowering Gum,1400X Junipero Serra Blvd,Median : Cutout,3,6X6,37.71380862,-122.4715859
26069,Melaleuca quinquenervia :: Cajeput,271 Orizaba Ave,Sidewalk: Curb side : Cutout,3,3X3,37.7138626,-122.4626422
94640,Lophostemon confertus :: Brisbane Box,2084 Bay Shore Blvd,Sidewalk: Curb side : Cutout,6,3x3,37.71387598,-122.4000981
